date,days,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,stringency_index
4/24/2022,787,255685,0,3143,0,1.05,30.39
4/25/2022,788,255685,0,3143,0,1.06,30.39
4/26/2022,789,255685,0,3143,0,1.08,30.37
4/27/2022,790,255685,0,3143,0,1.11,30.37
4/28/2022,791,255716,31,3143,0,1.14,30.37
4/29/2022,792,255716,0,3143,0,1.16,30.37
4/30/2022,793,255716,0,3143,0,1.17,30.37
5/1/2022,794,255753,37,3143,0,1.19,30.37
5/2/2022,795,255753,0,3143,0,1.19,30.37
5/3/2022,796,255766,13,3143,0,1.18,30.37
5/4/2022,797,255766,0,3143,0,1.19,30.37
5/5/2022,798,255766,0,3143,0,1.19,30.37
5/6/2022,799,255766,0,3143,0,1.21,30.37
5/7/2022,800,255766,0,3143,0,1.22,30.37
5/8/2022,801,255766,0,3143,0,1.24,30.35
5/9/2022,802,255766,0,3143,0,1.27,30.35
5/10/2022,803,255802,36,3143,0,1.3,30.35
5/11/2022,804,255802,0,3143,0,1.3,30.35
5/12/2022,805,255836,34,3143,0,1.3,30.35
5/13/2022,806,255836,0,3143,0,1.29,30.35
5/14/2022,807,255859,23,3143,0,1.29,30.35
5/15/2022,808,255859,0,3143,0,1.28,30.34
5/16/2022,809,255859,0,3143,0,1.28,30.34
5/17/2022,810,255859,0,3143,0,1.27,30.34
5/18/2022,811,255889,30,3143,0,1.28,30.34
5/19/2022,812,255924,35,3143,0,1.27,30.34
5/20/2022,813,255924,0,3143,0,1.26,30.34
5/21/2022,814,255937,13,3143,0,1.25,30.34
5/22/2022,815,255937,0,3143,0,1.25,30.34
5/23/2022,816,255937,0,3143,0,1.24,30.34
5/24/2022,817,255972,35,3143,0,1.24,40.52
5/25/2022,818,255972,0,3143,0,1.24,40.52
5/26/2022,819,256004,32,3143,0,1.23,40.52
5/27/2022,820,256028,24,3143,0,1.22,40.52
5/28/2022,821,256028,0,3143,0,1.21,40.52
5/29/2022,822,256028,0,3143,0,1.2,40.52
5/30/2022,823,256028,0,3143,0,1.2,40.52
5/31/2022,824,256028,0,3143,0,1.2,40.52
6/1/2022,825,256028,0,3143,0,1.21,40.52
6/2/2022,826,256113,85,3143,0,1.22,40.52
6/3/2022,827,256113,0,3143,0,1.23,40.52
6/4/2022,828,256148,35,3143,0,1.24,40.52
6/5/2022,829,256148,0,3143,0,1.25,40.52
6/6/2022,830,256148,0,3148,5,1.27,40.52
6/7/2022,831,256227,79,3148,0,1.28,40.52
6/8/2022,832,256227,0,3148,0,1.28,40.52
6/9/2022,833,256264,37,3148,0,1.29,40.52
6/10/2022,834,256264,0,3144,,1.29,40.52
6/11/2022,835,256352,88,3144,0,1.3,40.52
6/12/2022,836,256352,0,3144,0,1.3,40.52
6/13/2022,837,256352,0,3144,0,1.3,40.52
6/14/2022,838,256404,52,3144,0,1.3,40.52
6/15/2022,839,256404,0,3144,0,1.31,40.52
6/16/2022,840,256467,63,3144,0,1.31,40.52
6/17/2022,841,256467,0,3144,0,1.31,40.52
6/18/2022,842,256573,106,3144,0,1.31,40.52
6/19/2022,843,256573,0,3144,0,1.31,40.47
6/20/2022,844,256573,0,3144,0,1.31,40.47
6/21/2022,845,256711,138,3144,0,1.31,40.47
6/22/2022,846,256711,0,3144,0,1.3,40.47
6/23/2022,847,256711,0,3144,0,1.3,40.47
6/24/2022,848,256711,0,3144,0,1.3,40.47
6/25/2022,849,256958,247,3144,0,1.29,40.47
6/26/2022,850,256958,0,3144,0,1.27,40.47
6/27/2022,851,256958,0,3144,0,1.25,40.47
6/28/2022,852,256958,0,3144,0,1.23,40.47
6/29/2022,853,256958,0,3144,0,1.22,39.54
6/30/2022,854,257290,332,3144,0,1.21,39.54
7/1/2022,855,257290,0,3144,0,1.2,39.54
7/2/2022,856,257637,347,3144,0,1.19,39.54
7/3/2022,857,257637,0,3144,0,1.18,39.54
7/4/2022,858,257637,0,3144,0,1.16,39.54
7/5/2022,859,257637,0,3144,0,1.15,39.54
7/6/2022,860,257637,0,3144,0,1.14,39.54
7/7/2022,861,257637,0,3144,0,1.14,39.54
7/8/2022,862,257637,0,3144,0,1.14,39.54
7/9/2022,863,258517,880,3144,0,1.14,39.54
7/10/2022,864,258517,0,3144,0,1.14,39.49
7/11/2022,865,258517,0,3144,0,1.14,
7/12/2022,866,258874,357,3144,0,1.14,
7/13/2022,867,258874,0,3144,0,1.14,
7/14/2022,868,258934,60,3144,0,1.13,
7/15/2022,869,258934,0,3144,0,1.13,
7/16/2022,870,259007,73,3144,0,,
7/17/2022,871,259007,0,3144,0,,
7/18/2022,872,259007,0,3144,0,,
7/19/2022,873,259485,478,3146,2,,
7/20/2022,874,259485,0,3146,0,,
7/21/2022,875,259720,235,3146,0,,
7/22/2022,876,259720,0,3146,0,,
7/23/2022,877,260339,619,3147,1,,
7/24/2022,878,260339,0,3147,0,,
7/25/2022,879,260339,0,3147,0,,
7/26/2022,880,260764,425,3147,0,,
7/27/2022,881,260764,,3147,0,,
